id,owner_id,group_name,title,description,duration,date,views,comments,player,can_like,can_repost,can_dislike,is_pinned,album_video_percent
456243000,-220754053,VK Видео,Сессия. Тизер 5 сезона,"Новый сезон самого откровенного шоу «Сессия»!

Это уникальный проект, в котором ведущий Дмитрий Дибров вместе с закадровым психотерапевтом разбирают, как психологические проблемы и травмы влияют на творчество известных личностей. 

Все выпуски ищите в сообществе VK Видео: https://vk.com/video/playlist/-220754053_5",102,1741078800,325866,25.0,https://vk.com/video_ext.php?oid=-220754053&id=456243000&hash=0e5ac49fc774b8c8&__ref=vk.api&api_hash=1741133451beb4682518b381ea44_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242989,-220754053,VK Видео,Женское шоу #7. Карина Кросс,"Оформляйте карту Ozon Банка и присоединяйтесь к розыгрышу на 10 млн ₽ за покупки вне Ozon – выиграйте смартфон, игровую консоль, телевизор и другие призы: https://s.ozon.ru/JYVj37R?erid=2VtzqxJ7e1s

Dove теперь Дав. Dove обновляет лого, сохраняя нежные формулы для заботы о коже. Дав – всё для мягкой и гладкой кожи. Купить: https://clck.ru/3GEVre 
Реклама. ООО «ЮНИЛЕВЕР РУСЬ», ИНН 7705183476, 
erid: 2VtzqvMQpvq

Скачать Приложение VK Музыка: https://vk.cc/cIWuL6

В седьмом выпуске «Женского шоу» в роли звёздной ведущей выступит Карина Кросс, которая в начале выпуска уснёт на пляже в Анапе. В номерах посетим курсы будущих мам, увидим, чем может обернуться внезапный приезд родителей к дочери, узнаем, что лучшие подруги делятся не только секретами, а в конце поймём, как же выглядит женская логика…

Сегодня в выпуске:

00:00 – Начало
00:45 – Блогер на пляже
07:27 – Курсы будущих мам
17:50 – Та же нежность 
18:19 – Зайка шкаф
30:29 – Муж подруги
41:31 – Женская Логика
52:15 – Прощание со звёздным гостем

Подпишись на сообщество VK Видео, чтобы не пропустить новые выпуски: https://vk.com/vkvideo",3175,1740646800,4131292,258.0,https://vk.com/video_ext.php?oid=-220754053&id=456242989&hash=9c891b59bfc87ac7&__ref=vk.api&api_hash=1741133451c6aa0cbf92faab9859_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242987,-220754053,VK Видео,Женское шоу #7. Карина Кросс. Тизер,"Новое юмористическое «Женское шоу» с участием Вари Щербаковой, Олеси Иванченко, Кати Вяликовой, Димы Журавлёва и других, в котором они показывают смешные номера с женским взглядом на юмор. 

А чтобы зрителям было интересно, в каждом выпуске будет новый приглашенный звёздный гость, который не только будет выступать в роли ведущего, но и участвовать в номерах.  

Премьера седьмого выпуска – 27 февраля эксклюзивно в VK Видео! Подпишись, чтобы не пропустить: https://vk.com/vkvideo",52,1740560400,144396,2.0,https://vk.com/video_ext.php?oid=-220754053&id=456242987&hash=5b73b5e6c9603553&__ref=vk.api&api_hash=17411334518fbf597c9bc7dabec8_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242978,-220754053,VK Видео,Женское шоу #6. Александр Ревва,"В шестом выпуске «Женского шоу» в роли звёздного ведущего выступит Александр Ревва, который в начале выпуска посетит салон красоты. В номерах мы узнаем секреты двойного свидания, увидим, как подруги отдыхают на Валдае, посмотрим, как пара пытается перейти на свободные отношения, а в конце сходим на день рождения к ненавистной начальнице…

Сегодня в выпуске:

00:00 – Начало
00:22 – Звёздный маникюр 
06:26 – Двойное свидание
16:40 – Валдай
25:15 – Свободные отношения 
37:05 – Папа Милф 
49:40 – Прощаемся со звёздным ведущим 

Подпишись на сообщество VK Видео, чтобы не пропустить новые выпуски: https://vk.com/vkvideo",3037,1740042000,4336611,441.0,https://vk.com/video_ext.php?oid=-220754053&id=456242978&hash=7ac19558d434da48&__ref=vk.api&api_hash=17411334513f76b9cc6f44eea296_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242976,-220754053,VK Видео,Женское шоу #6. Александр Ревва. Тизер,"Новое юмористическое «Женское шоу» с участием Вари Щербаковой, Олеси Иванченко, Кати Вяликовой, Димы Журавлёва и других, в котором они показывают смешные номера с женским взглядом на юмор. 

А чтобы зрителям было интересно, в каждом выпуске будет новый приглашенный звёздный гость, который не только будет выступать в роли ведущего, но и участвовать в номерах.  

Премьера шестого выпуска – 20 февраля эксклюзивно в VK Видео! Подпишись, чтобы не пропустить: https://vk.com/vkvideo",47,1739963400,90120,16.0,https://vk.com/video_ext.php?oid=-220754053&id=456242976&hash=dd62f495a50637f4&__ref=vk.api&api_hash=1741133451c6db6be72170bc8baf_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242973,-220754053,VK Видео,Смотри стендапы и шоу в VK Видео,"Скачивай приложение VK Видео, чтобы смотреть стендапы, шоу и другие видео: https://trk.mail.ru/c/u9nps17

#vkвидео #вквидео #vkvideo #реклама #рекламныйролик #рекламафевраль #нурлансабуров #сабуров #юмор #приложение #шоу #стендапы",15,1739786400,490910,4.0,https://vk.com/video_ext.php?oid=-220754053&id=456242973&hash=0fdd6123a37697db&__ref=vk.api&api_hash=1741133451ae4085634de352cc68_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242972,-220754053,VK Видео,Смотри кулинарные шоу и рецепты в VK Видео,"Скачивай приложение VK Видео, чтобы смотреть кулинарные шоу, рецепты и другие видео: https://trk.mail.ru/c/u9nps17

#vkвидео #вквидео #vkvideo #реклама #рекламныйролик #рекламафевраль #константинивлев #ивлев #шеф #приложение #кулинарныешоу #рецепты",15,1739786400,2929,0.0,https://vk.com/video_ext.php?oid=-220754053&id=456242972&hash=5a033c9716de6a1d&__ref=vk.api&api_hash=17411334512df60af4be412197f0_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242971,-220754053,VK Видео,Смотри концерты и клипы в VK Видео,"Скачивай приложение VK Видео, чтобы смотреть концерты, клипы и другие видео: https://trk.mail.ru/c/u9nps17

#vkвидео #вквидео #vkvideo #реклама #рекламныйролик #рекламафевраль #баста #приложение #клипы #концерты",15,1739786400,3822,0.0,https://vk.com/video_ext.php?oid=-220754053&id=456242971&hash=8deda3f00516a9a2&__ref=vk.api&api_hash=1741133451c66d80062b7c350f00_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242959,-220754053,VK Видео,Валентинка от Юли Годуновой,,26,1739540037,52119,393.0,https://vk.com/video_ext.php?oid=-220754053&id=456242959&hash=50c99c60e4a8e3cc&__ref=vk.api&api_hash=1741133451738c320aa404bbea5d_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242955,-220754053,VK Видео,Валентинка от Артемия Лебедева,,32,1739530800,112247,519.0,https://vk.com/video_ext.php?oid=-220754053&id=456242955&hash=6a1e17c5bff49656&__ref=vk.api&api_hash=17411334518af16f51fb24246936_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242954,-220754053,VK Видео,Валентинка от Вали Карнавал,,45,1739530800,78637,388.0,https://vk.com/video_ext.php?oid=-220754053&id=456242954&hash=7fb8dfeb83244f9e&__ref=vk.api&api_hash=17411334510023529b35d63314b9_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242953,-220754053,VK Видео,Валентинка от Николая Василенко,,59,1739530800,43613,145.0,https://vk.com/video_ext.php?oid=-220754053&id=456242953&hash=6e8fa55307054b1a&__ref=vk.api&api_hash=17411334510acdc5ded0a763a578_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242952,-220754053,VK Видео,Валентинка от Амины Tenderlybae,,24,1739530800,68636,238.0,https://vk.com/video_ext.php?oid=-220754053&id=456242952&hash=21373bb56f1b60dc&__ref=vk.api&api_hash=1741133451e27e6131baa326f9b5_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242944,-220754053,VK Видео,Женское шоу #5. Илья Satyr,"До 19 февраля на Ozon проходит Фантазируй! Распродажа. Скидки до 85% и безграничный выбор подарков – от стильной одежды до электроники: https://ozon.ru/t/AVEpYoD

Реклама. ООО «Интернет Решения», 123112, г. Москва, Пресненская наб., д. 10 эт. 41 пом I, комн. 6; ОГРН 1027739244741, 
erid: 2Vtzqwe6jgq

Стильный и ударопрочный смартфон HONOR X8c – это элегантность, надежность и функциональность. Только до 24 февраля действует специальное предложение: скидка и наушники в подарок. https://vk.cc/cIi636

В пятом выпуске «Женского шоу» в роли звёздного ведущего выступит Сатир (Илья Шабальников), который в начале выпуска посетит девушек с низкой социальной ответственностью. В номерах мы побываем в танцевальном классе, девушки с Патриков попадут в обычную баню, посмотрим, как родители пытаются понять, что такое криптовалюта, и узнаем, как может пройти первое свидание, если вместо тебя на него пошёл лучший друг…

Сегодня в выпуске:

00:00 – Начало
00:32 – Случай в гостиничном номере
08:19 – Танцы
19:26 – Экзамен по экономики
21:25 – Баня
31:50 – Крипто-семья
41:30 – Чужое свидание
53:01 – Прощаемся со звёздным ведущим 

Подпишись на сообщество VK Видео, чтобы не пропустить новые выпуски: https://vk.com/vkvideo",3232,1739437200,4591335,336.0,https://vk.com/video_ext.php?oid=-220754053&id=456242944&hash=0f46ebf9779791a6&__ref=vk.api&api_hash=17411334517c09d47e816b10af5b_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242943,-220754053,VK Видео,Женское шоу #5. Илья Satyr. Тизер,"Новое юмористическое «Женское шоу» с участием Вари Щербаковой, Олеси Иванченко, Кати Вяликовой, Димы Журавлёва и других, в котором они показывают смешные номера с женским взглядом на юмор. 

А чтобы зрителям было интересно, в каждом выпуске будет новый приглашенный звёздный гость, который не только будет выступать в роли ведущего, но и участвовать в номерах.  

Пятый выпуск – 13 февраля эксклюзивно в VK Видео! Подпишись, чтобы не пропустить: https://vk.com/vkvideo",35,1739370600,270360,31.0,https://vk.com/video_ext.php?oid=-220754053&id=456242943&hash=8b61cb7138c5a55f&__ref=vk.api&api_hash=1741133451640d3a10def9c3cbc0_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242931,-220754053,VK Видео,Наоко Ямада приглашает посмотреть аниме «Твой цвет» (в кино с 13 февраля),"Тоцуко, старшеклассница с удивительным даром, видит цвета эмоций людей вокруг. Её мир переливается оттенками счастья, восторга и умиротворения, но один цвет кажется ей особенным, словно предначертанным судьбой. Когда Тоцуко, Кими и их друг Руи создают музыкальную группу, творчество помогает друзьям понять себя и друг друга. Смогут ли они вместе найти свой настоящий цвет?

Смотрите трогательное аниме о взрослении «Твой цвет» в кино с 13 февраля!",35,1738057842,310497,21.0,https://vk.com/video_ext.php?oid=-220754053&id=456242931&hash=fea805ea7a7d221c&__ref=vk.api&api_hash=1741133451b78227f65b8c8db523_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242922,-220754053,VK Видео,Звёзды. Камызяки. Сольный концерт,"Оформите дебетовые карты всей семьей, объединитесь с близкими в группу и получайте выгоду вместе: https://clck.ru/3FQ8oP 
Реклама. erid: 2VtzqvZqxiW 
  
Соскучились? А вот и они. Второй концерт легендарной команды «Камызяки» в VK Видео! Азамата Мусагалиев и его легендарики покажут очередную порцию юмора, новые номера, ну и конечно же, продолжат вам рассказывать, как там живет семья Магрипы Харипулаевны. Приятного просмотра!
 
Таймкоды:

00:00 – большой сольный концерт команды «Камызяки» 
00:29 – на сцене Камызяки 
05:29 – не по сценарию, но на сцене Денис Дорохов 
07:19 – что не так с ИП Мухамбаев? 
11:38 – вопрос от ИП Мухамбаев: а кто это все придумывает? 
14:28 – камызякский тату-салон 
15:57 – камызякская школа 
22:28 – камызякская семья Магрипы Харипулаевны и Азамата Тахировича 
29:24 – на сцене Гарик Харламов в роли… Тамары

Подписывайтесь на сообщество VK Видео, чтобы не пропустить новые выпуски: https://vk.com/vkvideo",3136,1737723600,8327392,2018.0,https://vk.com/video_ext.php?oid=-220754053&id=456242922&hash=fdd999f2aad319cd&__ref=vk.api&api_hash=1741133451d4e35d1cbe87719f1b_GMZDANZRGM2TCOA,1,1,1,False,110.79
456242920,-220754053,VK Видео,Звёзды. Камызяки. Сольный концерт. Тизер,"Соскучились? А вот и они! Второй концерт легендарной команды «Камызяки» – 24 января эксклюзивно в VK Видео.

Подпишись на сообщество, чтобы не пропустить: https://vk.com/vkvideo",53,1737644400,659066,33.0,https://vk.com/video_ext.php?oid=-220754053&id=456242920&hash=c00c37d2095852a5&__ref=vk.api&api_hash=17411334515e52739c01c7b3be05_GMZDANZRGM2TCOA,1,1,1,False,110.79
