id,description,members_count,activity,status,contacts,site,age_limits,name,screen_name,is_closed,type,is_admin,is_member,is_advertiser,verified,photo_50,photo_100,photo_200,city
211229778,"Шоу, в котором четыре девушки дают советы по любым жизненным вопросам, хотя их об этом никто не просил",706762,"Шоу, передача",,"[{'desc': 'По вопросам сотрудничества', 'email': 'zhenforum@gmail.com'}, {'desc': 'Мероприятия - Оксана', 'phone': '79997122612'}]",https://www.youtube.com/channel/UCXDerjAwOSH30mrOW80hQjA,1,Женский Форум,zhenforum,0,page,0,0,0,1,"https://sun1-19.userapi.com/s/v1/ig2/bI9w8WjfOTDMdcZ2c-U9W1PwYV-rE2MfjN_ywJgsKXYRJi6x95JRG-33nPSf6e9vjJ-0yo1oZiXm_ubYGnsUmo2Z.jpg?quality=95&crop=0,0,964,964&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=50x50","https://sun1-19.userapi.com/s/v1/ig2/bI9w8WjfOTDMdcZ2c-U9W1PwYV-rE2MfjN_ywJgsKXYRJi6x95JRG-33nPSf6e9vjJ-0yo1oZiXm_ubYGnsUmo2Z.jpg?quality=95&crop=0,0,964,964&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=100x100","https://sun1-19.userapi.com/s/v1/ig2/bI9w8WjfOTDMdcZ2c-U9W1PwYV-rE2MfjN_ywJgsKXYRJi6x95JRG-33nPSf6e9vjJ-0yo1oZiXm_ubYGnsUmo2Z.jpg?quality=95&crop=0,0,964,964&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=200x200",
209976560,ОФИЦИАЛЬНАЯ СТРАНИЦА LABELCOM,1618634,Юмор,,,http://mediumquality.ru/,1,LABELCOM,labelcom,0,page,0,0,0,1,"https://sun1-14.userapi.com/s/v1/ig2/No2cdkueXcqRNN4K3oeSsfIPKv23uI5pkKKi_qf9seZL7_DC_iRocSi_k2d5jq3-sB-FpUoOYjlmNC5MuA9kqInC.jpg?quality=95&crop=95,95,812,812&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=50x50","https://sun1-14.userapi.com/s/v1/ig2/No2cdkueXcqRNN4K3oeSsfIPKv23uI5pkKKi_qf9seZL7_DC_iRocSi_k2d5jq3-sB-FpUoOYjlmNC5MuA9kqInC.jpg?quality=95&crop=95,95,812,812&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=100x100","https://sun1-14.userapi.com/s/v1/ig2/No2cdkueXcqRNN4K3oeSsfIPKv23uI5pkKKi_qf9seZL7_DC_iRocSi_k2d5jq3-sB-FpUoOYjlmNC5MuA9kqInC.jpg?quality=95&crop=95,95,812,812&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=200x200",
203677279,"ИМПРОКОМ — это новое название нашего канала. 
Здесь будет всё, что связано с жанром импровизационной комедии. Люди. События. Концерты. Шоу.

Ведь Импровизация превратилась уже в огромное комьюнити, которое должно только развиваться.

Подпишись, и мы будем делиться с тобой всем, над чем мы так много работаем и что очень сильно любим)

Сотрудничество: DIDENOK TEAM
 improcom@didenokteam.com

Регистрация в РКН: https://knd.gov.ru/license?id=6780cf954de6c36845719ab5&registryType=bloggersPermission",997914,"Шоу, передача",Новое видео уже на канале! Смотри😉,,,1,Импроком,improcom,0,page,0,0,0,1,"https://sun1-98.userapi.com/s/v1/ig2/MqoJFwLalWotiXoA4Rvxd2fIZaXGiHAdimocdIDtqin2QL79LHLXe3UKObnaTV8zsZI-FKrSyeUShIfkGSTgKbpe.jpg?quality=95&crop=0,0,1000,1000&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=50x50","https://sun1-98.userapi.com/s/v1/ig2/MqoJFwLalWotiXoA4Rvxd2fIZaXGiHAdimocdIDtqin2QL79LHLXe3UKObnaTV8zsZI-FKrSyeUShIfkGSTgKbpe.jpg?quality=95&crop=0,0,1000,1000&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=100x100","https://sun1-98.userapi.com/s/v1/ig2/MqoJFwLalWotiXoA4Rvxd2fIZaXGiHAdimocdIDtqin2QL79LHLXe3UKObnaTV8zsZI-FKrSyeUShIfkGSTgKbpe.jpg?quality=95&crop=0,0,1000,1000&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=200x200",
165221845,"Это группа нового проекта от Гарика Харламова и Тимура Батрудинова или если вам удобнее - нового шоу от Батрудинова и Харламова. 
То, что не помещалось в телек, теперь поместится здесь.

По вопросам рекламы и коммерческих предложений, пожалуйста пишите на SalesVkVideo@vk.company",556393,Юмор,,,,1,ОХ,ox.show,0,page,0,0,0,1,"https://sun1-27.userapi.com/s/v1/if2/hDNbACumHye-5B_rF7I6hNShRtWd8rleSqn8v9MFfo1d99SejKkGmoHH45Il-eQfs5M5iYj6LwmfmnpAOHjDyUla.jpg?quality=96&crop=0,0,1000,1000&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=50x50","https://sun1-27.userapi.com/s/v1/if2/hDNbACumHye-5B_rF7I6hNShRtWd8rleSqn8v9MFfo1d99SejKkGmoHH45Il-eQfs5M5iYj6LwmfmnpAOHjDyUla.jpg?quality=96&crop=0,0,1000,1000&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=100x100","https://sun1-27.userapi.com/s/v1/if2/hDNbACumHye-5B_rF7I6hNShRtWd8rleSqn8v9MFfo1d99SejKkGmoHH45Il-eQfs5M5iYj6LwmfmnpAOHjDyUla.jpg?quality=96&crop=0,0,1000,1000&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=200x200",
110135406,"Азамат Мусагалиев
#камызяки / #однаждывроссии
#гделогика / #ясебязнаю / #ятебеневерю

СОТРУДНИЧЕСТВО:
+7(936)621-00-00

По вопросам рекламы и коммерческих предложений, пожалуйста, пишите на SalesVkVideo@vk.company

https://www.gosuslugi.ru/snet/67a4b72901234b69882e3b60",1712188,Комик,Сериал А.М. уже в сообществе!,[{'user_id': 334068300}],,1,Азамат Мусагалиев,azamatmusagaliev,0,group,0,0,0,1,"https://sun1-55.userapi.com/s/v1/ig2/tYwng_SyfQT9h-bcSktnd3u5YwzN93T0pZOeSinyQpG2OABtzxIRl2IZUfqXkI9hZkcr6q8wQqFgxsIVY7m7n2vc.jpg?quality=95&crop=113,65,864,864&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=50x50","https://sun1-55.userapi.com/s/v1/ig2/tYwng_SyfQT9h-bcSktnd3u5YwzN93T0pZOeSinyQpG2OABtzxIRl2IZUfqXkI9hZkcr6q8wQqFgxsIVY7m7n2vc.jpg?quality=95&crop=113,65,864,864&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=100x100","https://sun1-55.userapi.com/s/v1/ig2/tYwng_SyfQT9h-bcSktnd3u5YwzN93T0pZOeSinyQpG2OABtzxIRl2IZUfqXkI9hZkcr6q8wQqFgxsIVY7m7n2vc.jpg?quality=95&crop=113,65,864,864&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=200x200",
159848117,,1177463,"Шоу, передача",😎,[],https://mediumquality.ru/top,1,ТОП,top_show_top,0,group,0,0,0,1,"https://sun1-13.userapi.com/s/v1/ig2/ZhoSC2vIMaGxut1twfSTEY6pTlJs_UPj_fzMvw0L_cFAKLv8-7M5494d4ZEr3P9IGUNbwZWDRrmKz68t1b9ItKW9.jpg?quality=95&crop=127,108,838,838&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=50x50","https://sun1-13.userapi.com/s/v1/ig2/ZhoSC2vIMaGxut1twfSTEY6pTlJs_UPj_fzMvw0L_cFAKLv8-7M5494d4ZEr3P9IGUNbwZWDRrmKz68t1b9ItKW9.jpg?quality=95&crop=127,108,838,838&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=100x100","https://sun1-13.userapi.com/s/v1/ig2/ZhoSC2vIMaGxut1twfSTEY6pTlJs_UPj_fzMvw0L_cFAKLv8-7M5494d4ZEr3P9IGUNbwZWDRrmKz68t1b9ItKW9.jpg?quality=95&crop=127,108,838,838&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=200x200","{'id': 1, 'title': 'Москва'}"
149430811,"Регистрация в перечне РКН: https://knd.gov.ru/license?id=675beeba9d804a279b3e756e&registryType=bloggersPermission

Меня зовут Вася Трунов, и я тот самый кучерявый из Вписки — вашего любимого интервью-канала на русском языке

Реклама и сотрудничество:
Mob: mail@vpiska.tv
Телега: t.me/vpiskashow",247108,"Шоу, передача",,"[{'desc': 'по вопросам сотрудничества и рекламы', 'email': 'mail@vpiska.tv'}]",,1,Шоу ВПИСКА,show_vpiska,0,group,0,0,0,0,"https://sun1-84.userapi.com/s/v1/if1/vnmbhEKceRkmgIz4vmmirMb-2hQKw6Lw9cb9M4MGYmWXA0BKDQomUjDYmM4yQgbe72tZ6Q.jpg?quality=96&crop=0,0,1024,1024&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=50x50","https://sun1-84.userapi.com/s/v1/if1/vnmbhEKceRkmgIz4vmmirMb-2hQKw6Lw9cb9M4MGYmWXA0BKDQomUjDYmM4yQgbe72tZ6Q.jpg?quality=96&crop=0,0,1024,1024&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=100x100","https://sun1-84.userapi.com/s/v1/if1/vnmbhEKceRkmgIz4vmmirMb-2hQKw6Lw9cb9M4MGYmWXA0BKDQomUjDYmM4yQgbe72tZ6Q.jpg?quality=96&crop=0,0,1024,1024&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=200x200","{'id': 1, 'title': 'Москва'}"
211437014,"💰 Любая хуйня за ваши деньги в рубрике #нативнаяинтеграция !
❓По всем вопросам: reklama@tema.ru

Ответошная - https://vk.com/otvetoshnaya

Страница включена Роскомнадзором в перечень любимых: artl.ru/kGODJ",1374373,Дом культуры,Уютный Бложек,[{'user_id': 18425009}],https://t.me/temalebedev,1,Артемий Лебедев,temalebedev,0,page,0,0,0,1,"https://sun1-95.userapi.com/s/v1/ig2/wG5uA5LJk0Wv9HhgeGl7wyVHgjYMM-Vy1VkhawXeI2UO4TPWEq6zH5y6GCUUXRE4qbqYr22l-e3X0aFdwv7w0ARr.jpg?quality=95&crop=0,1,1023,1023&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=50x50","https://sun1-95.userapi.com/s/v1/ig2/wG5uA5LJk0Wv9HhgeGl7wyVHgjYMM-Vy1VkhawXeI2UO4TPWEq6zH5y6GCUUXRE4qbqYr22l-e3X0aFdwv7w0ARr.jpg?quality=95&crop=0,1,1023,1023&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=100x100","https://sun1-95.userapi.com/s/v1/ig2/wG5uA5LJk0Wv9HhgeGl7wyVHgjYMM-Vy1VkhawXeI2UO4TPWEq6zH5y6GCUUXRE4qbqYr22l-e3X0aFdwv7w0ARr.jpg?quality=95&crop=0,1,1023,1023&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=200x200",
64876876,"http://www.youtube.com/user/AcademeG

Так же тут вы можете задавать мне свои вопросы и пожелания )
Спасибо и ... вэлкам )

Включен в перечень персональных страниц
 https://knd.gov.ru/license?id=67641bbd4de6c36845d9999a&registryType=bloggersPermission",532283,Автомобили,4923079658,"[{'user_id': 225756388, 'desc': 'Какой-то хрен.'}, {'user_id': 243994326, 'desc': 'Админ группы, реклама, наклейки.', 'email': 'academeg@a-proved.ru'}]",,1,AcademeG //тру ориджинал групп//,academeg_reviews,0,group,0,0,0,0,"https://sun1-57.userapi.com/s/v1/if2/JWPpa4tVlyi1qWttu2b4yIZNfgRTj0cT6Y8hZMXPbvrqyzREq36BNEMFEFwDuJjVtbDAf8Ju8Z9AuJrob5xHNFD-.jpg?quality=96&crop=153,0,1200,1200&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&ava=1&cs=50x50","https://sun1-57.userapi.com/s/v1/if2/JWPpa4tVlyi1qWttu2b4yIZNfgRTj0cT6Y8hZMXPbvrqyzREq36BNEMFEFwDuJjVtbDAf8Ju8Z9AuJrob5xHNFD-.jpg?quality=96&crop=153,0,1200,1200&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&ava=1&cs=100x100","https://sun1-57.userapi.com/s/v1/if2/JWPpa4tVlyi1qWttu2b4yIZNfgRTj0cT6Y8hZMXPbvrqyzREq36BNEMFEFwDuJjVtbDAf8Ju8Z9AuJrob5xHNFD-.jpg?quality=96&crop=153,0,1200,1200&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&ava=1&cs=200x200","{'id': 2, 'title': 'Санкт-Петербург'}"
131607049,"Номер заявки в реестре Роскомнадзора - 4860412688

Добро пожаловать в официальную группу ""ТНТ Видео""!
Твои любимые шоу и сериалы здесь!",490979,Телеканал,Подписывайся: мы сделаем тебе смешно),,https://tnt-online.ru/,1,ТНТ Видео,tnt_smotri,0,page,0,0,0,0,"https://sun1-26.userapi.com/s/v1/ig2/qP3Z7ZXKFeEsk5bH8ZKMRNxucvEgdoDhyThyzIUFuegd5pIc83AMe2Fo0BrtCtrV2o7-PUG03ucw4oM8d-mi556v.jpg?quality=95&crop=0,0,800,800&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=50x50","https://sun1-26.userapi.com/s/v1/ig2/qP3Z7ZXKFeEsk5bH8ZKMRNxucvEgdoDhyThyzIUFuegd5pIc83AMe2Fo0BrtCtrV2o7-PUG03ucw4oM8d-mi556v.jpg?quality=95&crop=0,0,800,800&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=100x100","https://sun1-26.userapi.com/s/v1/ig2/qP3Z7ZXKFeEsk5bH8ZKMRNxucvEgdoDhyThyzIUFuegd5pIc83AMe2Fo0BrtCtrV2o7-PUG03ucw4oM8d-mi556v.jpg?quality=95&crop=0,0,800,800&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720&ava=1&cs=200x200","{'id': 1, 'title': 'Москва'}"
